index,Image,X,Y,Z,Score,longitude,latitude,dTime,outtime,CLUSTER_ID,CLUSTER_SIZE
100,PR_20100604_072917_300_LC16.tif,-485.941767737138,98.7919971527604,56.2867071536444,0.9417203,147.224580072555,-43.6156106626068,3973.465,1266.151,5,19
101,PR_20100604_072925_322_LC16.tif,-489.334782659353,96.9508070199977,55.5858265443164,0.869211,147.224538037657,-43.6156272320471,3981.487,1274.173,0,30
102,PR_20100604_072926_328_LC16.tif,-489.287676153558,96.8578502131779,55.6765332912027,0.8876873,147.224538621136,-43.6156280687373,3982.493,1275.179,0,30
103,PR_20100604_072927_308_LC16.tif,-489.120147593952,96.5148845055212,55.6238013500575,0.9605368,147.224540696199,-43.6156311557156,3983.473,1276.159,0,30
104,PR_20100604_072928_311_LC16.tif,-488.889879722979,96.0542696023699,55.7151393365907,0.97605795,147.22454354838,-43.6156353016386,3984.476,1277.162,0,30
105,PR_20100604_072929_288_LC16.tif,-488.632460594304,95.4591964130488,56.0696833420887,0.95920616,147.224546736795,-43.6156406577733,3985.453,1278.139,0,30
106,PR_20100604_072930_303_LC16.tif,-488.367118940714,94.9498220606999,56.1683525143454,0.86305124,147.224550023434,-43.6156452425793,3986.468,1279.154,4,52
107,PR_20100604_072931_309_LC16.tif,-489.750624677924,95.0984319070876,55.7489080992425,0.8889893,147.224532884459,-43.6156439041057,3987.474,1280.16,0,30
108,PR_20100604_072935_309_LC16.tif,-490.737234998483,93.8776349085517,55.6093588086939,0.85241127,147.224520661053,-43.6156548912594,3991.474,1284.16,0,30
109,PR_20100604_072936_342_LC16.tif,-490.640021113055,93.7818877271175,55.6581279258431,0.9170939,147.224521865269,-43.6156557530975,3992.507,1285.193,0,30
110,PR_20100604_072937_289_LC16.tif,-490.629423483586,93.8461315897424,55.63288853042,0.95742637,147.224521996612,-43.6156551748765,3993.454,1286.14,0,30
111,PR_20100604_072940_299_LC16.tif,-491.725327146234,94.5882885825616,54.5932357827156,0.9820188,147.22450842104,-43.615648494358,3996.464,1289.15,0,30
112,PR_20100604_072941_303_LC16.tif,-491.78591135062,94.3673276621247,54.5858120971105,0.97976774,147.224507670311,-43.6156504830803,3997.468,1290.154,0,30
113,PR_20100604_072942_306_LC16.tif,-491.785403905581,94.0395998319095,54.8415233775023,0.9207826,147.2245076763,-43.6156534328003,3998.471,1291.157,0,30
114,PR_20100604_072948_318_LC16.tif,-491.701866892709,95.0558726181827,54.3580377212437,0.9266593,147.224508712094,-43.6156442858759,4004.483,1297.169,0,30
115,PR_20100604_073020_305_LC16.tif,-483.580536377367,103.185907211773,56.8112084176814,0.9626441,147.224609327807,-43.6155711166851,4036.47,1329.156,5,19
116,PR_20100604_073049_306_LC16.tif,-475.355015359954,110.742605890811,57.5439124341586,0.9124463,147.2247112335,-43.6155031077904,4065.471,1358.157,1,11
117,PR_20100604_073050_313_LC16.tif,-475.277861282965,111.174416708288,57.7859603756971,0.9856801,147.224712189675,-43.6154992213194,4066.478,1359.164,1,11
118,PR_20100604_073051_305_LC16.tif,-475.285446298613,111.727127876471,57.8460230448759,0.93741184,147.224712096196,-43.6154942466287,4067.47,1360.156,1,11
119,PR_20100604_073054_315_LC16.tif,-472.733740470165,113.083897170759,57.7517875757446,0.9358051,147.224743708276,-43.6154820366282,4070.48,1363.166,1,11
120,PR_20100604_073055_319_LC16.tif,-472.720785170753,113.564510526853,57.4765972805133,0.9172066,147.224743869188,-43.6154777108681,4071.484,1364.17,1,11
121,PR_20100604_073056_322_LC16.tif,-472.436795512359,114.179821631069,57.6775702580354,0.8689708,147.224747387828,-43.6154721729307,4072.487,1365.173,1,11
122,PR_20100604_073102_340_LC16.tif,-472.714038648347,112.983730525092,57.7721450642127,0.8937196,147.224743952257,-43.6154829381923,4078.505,1371.191,1,11
123,PR_20100604_073103_320_LC16.tif,-473.07163155139,113.002138567516,57.7196440032776,0.909449,147.224739522362,-43.6154827722834,4079.485,1372.171,1,11
124,PR_20100604_073104_353_LC16.tif,-473.231696909159,113.005691099255,57.681653723005,0.9477096,147.224737539453,-43.6154827402071,4080.518,1373.204,1,11
125,PR_20100604_073105_300_LC16.tif,-473.496272535628,113.078173769812,57.6187164572666,0.9344265,147.224734261917,-43.6154820876575,4081.465,1374.151,1,11
126,PR_20100604_073128_326_LC16.tif,-478.137320941534,110.139120934218,58.0544366295724,0.91708666,147.224676765364,-43.6155085376859,4104.491,1397.177,3,5
127,PR_20100604_073149_340_LC16.tif,-482.464406672494,105.25798233543,56.7422581797214,0.9387039,147.224623156446,-43.6155524676631,4125.505,1418.191,5,21
128,PR_20100604_073156_317_LC16.tif,-483.909060138429,103.875713022228,56.4197929393906,0.9007282,147.22460525862,-43.6155649078634,4132.482,1425.168,5,19
129,PR_20100604_073157_320_LC16.tif,-483.971262852429,103.485678920205,56.4959394141373,0.9528846,147.224604487694,-43.6155684183312,4133.485,1426.171,5,19
130,PR_20100604_073158_323_LC16.tif,-484.049437246696,102.896033665329,56.8048422191546,0.99123174,147.22460351873,-43.6155737253921,4134.488,1427.174,5,19
131,PR_20100604_073159_354_LC16.tif,-484.004271542761,102.248180489748,56.8735309687013,0.9046108,147.224604077671,-43.6155795564344,4135.519,1428.205,5,19
132,PR_20100604_073213_322_LC16.tif,-487.781084254201,99.9460997969264,56.1208768907992,0.94175684,147.224557287836,-43.6156002738853,4149.487,1442.173,5,19
133,PR_20100604_073214_325_LC16.tif,-487.778373814165,99.0741348286102,56.0020547933868,0.9711494,147.224557320628,-43.6156081220218,4150.49,1443.176,5,19
134,PR_20100604_073230_328_LC16.tif,-491.422799068481,96.2638688524494,54.8266829613367,0.833116,147.224512170332,-43.6156334134706,4166.493,1459.179,0,30
135,PR_20100604_073237_325_LC16.tif,-493.454325283913,94.6363861742833,54.044721273832,0.90637404,147.224487001954,-43.6156480603116,4173.49,1466.176,0,30
136,PR_20100604_073238_328_LC16.tif,-493.266010634903,94.8540469586631,53.9200218234408,0.9352008,147.224489335027,-43.6156461013769,4174.493,1467.179,0,30
137,PR_20100604_073239_332_LC16.tif,-493.08972398768,95.0004982122958,53.8670463060541,0.8933547,147.22449151903,-43.6156447833568,4175.497,1468.183,0,30
138,PR_20100604_073306_318_LC16.tif,-488.161191923564,100.908590065168,56.2098086726314,0.9717329,147.224552579868,-43.6155916107271,4202.483,1495.169,5,19
139,PR_20100604_073307_322_LC16.tif,-488.116530729467,101.396482046421,56.1749749538894,0.98283005,147.224553133578,-43.6155872194767,4203.487,1496.173,5,19
140,PR_20100604_073308_325_LC16.tif,-486.892799722451,102.239139000168,56.2899244019228,0.9732904,147.224568294113,-43.6155796359301,4204.49,1497.176,5,19
141,PR_20100604_073309_329_LC16.tif,-486.792056301065,102.780100197627,56.4233922189268,0.9472871,147.224569542626,-43.6155747670659,4205.494,1498.18,5,19
142,PR_20100604_073328_341_LC16.tif,-480.094392089558,108.406693429018,57.6558350338153,0.9718027,147.224652519345,-43.6155241291691,4224.506,1517.192,3,21
143,PR_20100604_073329_318_LC16.tif,-479.828124741777,109.173761140179,58.092319113492,0.8825904,147.224655818585,-43.6155172253353,4225.483,1518.169,3,21
144,PR_20100604_073429_339_LC16.tif,-481.318277873587,109.459991536486,57.7523615429525,0.97608966,147.224637358603,-43.6155146481526,4285.504,1578.19,3,21
145,PR_20100604_073430_342_LC16.tif,-481.34067143521,109.415667064564,57.7096034253403,0.9551868,147.224637081149,-43.6155150470813,4286.507,1579.193,3,21
146,PR_20100604_073431_346_LC16.tif,-481.4359463458,109.449199201488,57.6238801716601,0.8989042,147.224635900899,-43.6155147452132,4287.511,1580.197,3,21
147,PR_20100604_073432_349_LC16.tif,-481.553126831016,109.446752793698,57.5209565653929,0.8758183,147.224634449248,-43.6155147671564,4288.514,1581.2,3,21
148,PR_20100604_073434_330_LC16.tif,-481.20846864024,108.756147707286,57.801192946298,0.96186846,147.22463871831,-43.6155209831814,4290.495,1583.181,3,21
149,PR_20100604_073435_347_LC16.tif,-480.97562872058,108.176540407861,57.1383471398907,0.86823106,147.22464160225,-43.6155262000967,4291.512,1584.198,3,21
150,PR_20100604_073509_344_LC16.tif,-486.834097043173,102.916411372135,56.5094443339824,0.9323429,147.224569021941,-43.6155735401675,4325.509,1618.195,5,19
151,PR_20100604_073510_347_LC16.tif,-486.858415446658,102.620170320575,56.3472585326148,0.88969195,147.224568720414,-43.615576206474,4326.512,1619.198,5,19
152,PR_20100604_073511_351_LC16.tif,-487.055705918102,102.454165302255,56.2685334120904,0.9452072,147.224566276199,-43.6155777004759,4327.516,1620.202,5,19
153,PR_20100604_073512_354_LC16.tif,-487.20999434371,102.366045103015,56.2280611608701,0.95040745,147.22456436477,-43.6155784935023,4328.519,1621.205,5,19
154,PR_20100604_073513_331_LC16.tif,-487.336016230747,102.394032726104,56.2547899835508,0.8867142,147.224562803616,-43.6155782415168,4329.496,1622.182,5,19
155,PR_20100604_073530_347_LC16.tif,-491.882621772035,99.6153555922662,55.4649514725817,0.95952535,147.224506477015,-43.6156032480568,4346.512,1639.198,0,30
156,PR_20100604_073531_340_LC16.tif,-491.752337780214,98.8886298186857,55.5505253025306,0.9448796,147.224508090335,-43.6156097890498,4347.505,1640.191,0,30
157,PR_20100604_073532_360_LC16.tif,-491.73019555336,98.1253486544618,55.5305673583086,0.95070356,147.224508363943,-43.6156166589889,4348.525,1641.211,0,30
158,PR_20100604_073601_337_LC16.tif,-491.682609371459,97.7638660868386,55.4666953089131,0.93049866,147.22450895312,-43.6156199125499,4377.502,1670.188,0,30
159,PR_20100604_073602_340_LC16.tif,-492.447318965622,98.1946031446618,55.4922616558493,0.9910663,147.224499480161,-43.615616035189,4378.505,1671.191,0,30
160,PR_20100604_073603_344_LC16.tif,-493.127271363622,98.3576357240069,55.3457360560401,0.90490377,147.224491056945,-43.6156145673618,4379.509,1672.195,0,30
161,PR_20100604_073631_387_LC16.tif,-485.080002320876,106.908261940033,56.5740175391684,0.93669546,147.224590755522,-43.6155376125962,4407.552,1700.238,5,19
162,PR_20100604_073634_344_LC16.tif,-483.270492021859,107.950604764261,56.5857711872839,0.93670624,147.22461317294,-43.6155282321488,4410.509,1703.195,3,21
163,PR_20100604_073635_361_LC16.tif,-483.289612000208,108.634004240799,56.5059010622636,0.9378178,147.224612936689,-43.6155220811884,4411.526,1704.212,3,21
164,PR_20100604_073642_346_LC16.tif,-481.824142600575,110.925764530491,57.677175361362,0.9470373,147.224631093182,-43.615501455112,4418.511,1711.197,3,21
165,PR_20100604_073729_356_LC16.tif,-479.881221663655,112.63212303387,57.8809385059141,0.95013964,147.224655163879,-43.6154860982586,4465.521,1758.207,3,21
166,PR_20100604_073730_351_LC16.tif,-479.887661196463,112.565739194454,57.9246229475261,0.9490217,147.224655084046,-43.6154866957433,4466.516,1759.202,3,21
167,PR_20100604_073731_368_LC16.tif,-479.828919131935,112.479649187784,57.9362004628094,0.8953955,147.224655811675,-43.6154874706357,4467.533,1760.219,3,21
168,PR_20100604_073737_356_LC16.tif,-482.600887165837,111.460578962167,57.4365090715926,0.93684715,147.224621471235,-43.6154966410032,4473.521,1766.207,3,21
169,PR_20100604_073738_362_LC16.tif,-482.427295534958,111.137539788352,57.4140937561598,0.95626944,147.224623621425,-43.6154995486349,4474.527,1767.213,3,21
170,PR_20100604_073739_355_LC16.tif,-482.248199034431,110.515390992189,57.5270770056185,0.96676016,147.224625839544,-43.6155051484113,4475.52,1768.206,3,21
171,PR_20100604_073740_359_LC16.tif,-481.988244194034,109.961578261122,57.5607613839799,0.8425187,147.224629059409,-43.61551013318,4476.524,1769.21,3,21
172,PR_20100604_073825_355_LC16.tif,-491.879669207227,101.797697849098,55.1778364519379,0.90082455,147.224506515576,-43.6155836058521,4521.52,1814.206,0,30
173,PR_20100604_073826_358_LC16.tif,-491.858207576414,101.458432776085,55.2983165469177,0.9242305,147.224506781138,-43.615586659427,4522.523,1815.209,0,30
174,PR_20100604_073827_375_LC16.tif,-491.966354053369,100.795362972765,55.3089604713442,0.9270693,147.224505440799,-43.6155926273261,4523.54,1816.226,0,30
175,PR_20100604_073828_382_LC16.tif,-491.979577032506,100.08785727113,55.275607945417,0.94864243,147.224505276347,-43.6155989952338,4524.547,1817.233,0,30
176,PR_20100604_073947_371_LC16.tif,-483.380000337019,111.353353765094,57.028563927983,0.9638669,147.224611819374,-43.6154976055801,4603.536,1896.222,3,21
177,PR_20100604_073948_375_LC16.tif,-483.187802262435,112.172342033574,57.1069090102381,0.82409436,147.224614201082,-43.6154902343876,4604.54,1897.226,3,21
